timestamp,accel_x,accel_y,accel_z,estado_real,prediccion,confianza
2026-05-25 13:03:17.255,-0.015625,-0.070313,-0.886719,unknown,,
2026-05-25 13:03:18.237,-0.015625,-0.0625,-0.890625,unknown,,
2026-05-25 13:03:19.297,-0.015625,-0.066406,-0.890625,unknown,,
2026-05-25 13:03:20.384,-0.015625,-0.070313,-0.890625,unknown,,
2026-05-25 13:03:21.348,-0.015625,-0.070313,-0.894531,unknown,,
2026-05-25 13:03:22.520,-0.015625,-0.0625,-0.894531,unknown,,
2026-05-25 13:03:23.353,-0.1875,-0.339844,-0.789063,unknown,,
2026-05-25 13:03:24.684,-0.113281,-0.777344,-1.152344,unknown,,
2026-05-25 13:03:25.368,2.019531,2.6875,-1.074219,unknown,,
2026-05-25 13:03:26.527,-0.191406,0.617188,-0.652344,unknown,,
2026-05-25 13:03:27.437,-0.023438,-0.070313,-0.890625,unknown,,
2026-05-25 13:03:28.375,-0.023438,-0.066406,-0.894531,unknown,,
2026-05-25 13:03:29.591,-0.027344,-0.066406,-0.894531,unknown,,
2026-05-25 13:03:30.560,-0.023438,-0.066406,-0.894531,unknown,,
2026-05-25 13:03:31.431,-0.019531,-0.066406,-0.890625,unknown,,
2026-05-25 13:03:32.362,0.59375,-0.339844,-0.621094,unknown,,
2026-05-25 13:03:34.003,-0.035156,-0.070313,-0.898438,unknown,,
2026-05-25 13:03:35.393,-0.023438,-0.066406,-0.886719,unknown,,
2026-05-25 13:03:35.747,-0.054688,1.621094,-0.578125,unknown,,
2026-05-25 13:03:36.498,1.210938,-2.058594,-1.582031,unknown,,
2026-05-25 13:03:37.527,-0.039063,-0.074219,-0.898438,unknown,,
2026-05-25 13:03:38.543,-0.023438,-0.066406,-0.894531,unknown,,
2026-05-25 13:03:39.476,-0.023438,-0.070313,-0.886719,unknown,,
2026-05-25 13:03:40.666,1.6875,-0.335938,-0.527344,unknown,,
2026-05-25 13:03:41.490,1.886719,0.675781,-0.589844,unknown,,
2026-05-25 13:03:42.597,-0.050781,-0.066406,-0.902344,unknown,,
2026-05-25 13:03:43.567,-0.015625,-0.074219,-0.894531,unknown,,
2026-05-25 13:03:44.557,-0.023438,-0.070313,-0.890625,unknown,,
2026-05-25 13:03:45.879,-0.523438,0.265625,-1.097656,unknown,,
2026-05-25 13:03:46.535,1.582031,-0.867188,-0.359375,unknown,,
2026-05-25 13:03:47.927,-0.027344,-0.066406,-0.894531,unknown,,
2026-05-25 13:03:48.583,-0.023438,-0.066406,-0.886719,unknown,,
2026-05-25 13:03:50.083,-0.019531,-0.070313,-0.890625,unknown,,
2026-05-25 13:03:50.796,-0.179688,0.175781,-0.792969,unknown,,
2026-05-25 13:03:51.613,-0.035156,-0.070313,-0.898438,unknown,,
2026-05-25 13:03:53.036,-0.015625,-0.074219,-0.890625,unknown,,
2026-05-25 13:03:53.666,-0.023438,-0.066406,-0.894531,unknown,,
2026-05-25 13:03:54.684,-0.019531,-0.070313,-0.890625,unknown,,
2026-05-25 13:03:56.634,-0.015625,-0.070313,-0.894531,unknown,,
2026-05-25 13:03:56.936,0.792969,0.039063,-0.871094,unknown,,
2026-05-25 13:03:57.659,1.535156,-4.269531,-1.039063,unknown,,
2026-05-25 13:03:58.772,-0.027344,-0.066406,-0.894531,unknown,,
2026-05-25 13:04:00.421,-0.019531,-0.074219,-0.890625,unknown,,
2026-05-25 13:04:00.826,-0.019531,-0.066406,-0.890625,unknown,,
2026-05-25 13:04:01.743,-0.097656,-0.070313,-0.945313,unknown,,
2026-05-25 13:04:02.716,-0.03125,-1,-0.488281,unknown,,
2026-05-25 13:04:03.795,0,-0.050781,-0.882813,unknown,,
2026-05-25 13:04:04.923,-0.019531,-0.070313,-0.894531,unknown,,
2026-05-25 13:04:06.156,-0.019531,-0.066406,-0.890625,unknown,,
2026-05-25 13:04:07.075,-0.152344,-0.089844,-0.953125,unknown,,
2026-05-25 13:04:07.999,0.09375,-0.039063,-0.800781,unknown,,
2026-05-25 13:04:08.814,-0.195313,-0.164063,-0.949219,unknown,,
2026-05-25 13:04:09.842,0.023438,-0.738281,-1.117188,unknown,,
2026-05-25 13:04:10.804,3.328125,2.644531,-1.09375,unknown,,
2026-05-25 13:04:12.199,-0.019531,-0.066406,-0.886719,unknown,,
2026-05-25 13:04:12.930,-0.019531,-0.0625,-0.890625,unknown,,
2026-05-25 13:04:13.840,-0.019531,-0.070313,-0.894531,unknown,,
2026-05-25 13:04:14.902,-0.015625,-0.074219,-0.886719,unknown,,
2026-05-25 13:04:16.186,-0.015625,-0.070313,-0.890625,unknown,,
2026-05-25 13:04:17.210,-0.066406,-0.007813,-0.894531,unknown,,
2026-05-25 13:04:18.137,-0.367188,-0.191406,-1.0625,unknown,,
2026-05-25 13:04:18.857,-0.167969,-0.246094,-0.96875,unknown,,
2026-05-25 13:04:19.882,0.089844,-0.027344,-0.84375,unknown,,
2026-05-25 13:04:21.106,-0.308594,-0.144531,-0.867188,unknown,,
2026-05-25 13:04:22.335,-0.019531,-0.066406,-0.886719,unknown,,
2026-05-25 13:04:22.991,-0.019531,-0.070313,-0.890625,unknown,,
2026-05-25 13:04:24.071,-0.023438,-0.066406,-0.886719,unknown,,
2026-05-25 13:04:25.096,-0.019531,-0.0625,-0.890625,unknown,,
2026-05-25 13:04:26.025,-0.019531,-0.066406,-0.890625,unknown,,
2026-05-25 13:04:26.985,-0.023438,-0.066406,-0.886719,unknown,,
2026-05-25 13:04:28.069,-0.019531,-0.070313,-0.886719,unknown,,
2026-05-25 13:04:29.197,-0.320313,0.195313,-0.847656,unknown,,
2026-05-25 13:04:30.527,-0.632813,-0.007813,-1.050781,unknown,,
2026-05-25 13:04:31.042,0.957031,-1.523438,-0.335938,unknown,,
2026-05-25 13:04:32.473,0.117188,-0.015625,-0.808594,unknown,,
2026-05-25 13:04:33.393,0.042969,-0.023438,-0.851563,unknown,,
2026-05-25 13:04:34.624,-0.019531,-0.066406,-0.890625,unknown,,
2026-05-25 13:04:35.028,-0.019531,-0.066406,-0.890625,unknown,,
2026-05-25 13:04:36.100,-0.019531,-0.070313,-0.890625,unknown,,
2026-05-25 13:04:37.124,-0.019531,-0.070313,-0.886719,unknown,,
2026-05-25 13:04:38.192,0.914063,-0.824219,-0.320313,unknown,,
2026-05-25 13:04:39.228,0.039063,-0.089844,-0.871094,unknown,,
2026-05-25 13:04:40.186,-0.292969,0.621094,-0.898438,unknown,,
2026-05-25 13:04:41.182,-0.265625,-0.101563,-1,unknown,,
2026-05-25 13:04:42.303,-0.042969,-0.074219,-0.898438,unknown,,
2026-05-25 13:04:43.681,-0.015625,-0.066406,-0.890625,unknown,,
2026-05-25 13:04:44.141,-0.015625,-0.066406,-0.890625,unknown,,
2026-05-25 13:04:45.210,0.433594,-2.214844,-0.261719,unknown,,
2026-05-25 13:04:46.195,-0.109375,-0.085938,-0.96875,unknown,,
2026-05-25 13:04:47.222,-0.320313,-0.167969,-1.039063,unknown,,
2026-05-25 13:04:48.246,0.703125,-0.074219,-0.753906,unknown,,
2026-05-25 13:04:49.271,1.035156,-0.722656,-0.691406,unknown,,
2026-05-25 13:04:50.286,-0.011719,-0.066406,-0.878906,unknown,,
2026-05-25 13:04:51.317,-0.019531,-0.066406,-0.890625,unknown,,
2026-05-25 13:04:52.851,-0.015625,-0.066406,-0.886719,unknown,,
2026-05-25 13:04:53.301,-0.019531,-0.066406,-0.890625,unknown,,
2026-05-25 13:04:54.324,-0.019531,-0.066406,-0.890625,unknown,,
2026-05-25 13:04:55.313,-0.015625,-0.0625,-0.886719,unknown,,
2026-05-25 13:04:56.340,-0.015625,-0.070313,-0.894531,unknown,,
